animal_id,group,timepoint,abf_file,n_epochs,pct_wake,pct_nrem,pct_rem
16570,KO,4m,21508005.abf,1800,71.72222222222221,28.166666666666668,0.1111111111111111
16571,KO,4m,21510003.abf,1800,58.333333333333336,41.66666666666667,0.0
16571,KO,4m,21510004.abf,1800,61.55555555555555,38.44444444444444,0.0
16571,KO,4m,21510005.abf,1800,60.88888888888889,39.111111111111114,0.0
16571,KO,4m,21511000.abf,1800,62.38888888888889,37.611111111111114,0.0
16571,KO,4m,21511001.abf,1800,59.833333333333336,40.166666666666664,0.0
16571,KO,4m,21511002.abf,1800,60.55555555555555,39.44444444444444,0.0
16571,KO,4m,21511003.abf,1796,58.74164810690423,41.25835189309577,0.0
16571,KO,4m,21511004.abf,1800,65.05555555555556,34.94444444444444,0.0
16572,WT,4m,21507001.abf,1800,72.44444444444444,27.555555555555557,0.0
16572,WT,4m,21507002.abf,1800,65.27777777777779,34.72222222222222,0.0
16572,WT,4m,21507003.abf,1800,64.83333333333333,35.16666666666667,0.0
16572,WT,4m,21507004.abf,1800,55.722222222222214,44.27777777777778,0.0
16572,WT,4m,21507005.abf,1800,60.44444444444444,39.55555555555556,0.0
16572,WT,4m,21508000.abf,1800,55.611111111111114,44.388888888888886,0.0
16572,WT,4m,21508001.abf,1800,58.55555555555556,41.44444444444444,0.0
16572,WT,4m,21508002.abf,1800,65.77777777777779,34.22222222222222,0.0
16593,KO,4m,21517001.abf,1800,59.27777777777777,40.55555555555556,0.16666666666666669
16593,KO,4m,21517002.abf,1800,61.0,39.0,0.0
16593,KO,4m,21517003.abf,1800,63.0,37.0,0.0
16593,KO,4m,21517004.abf,1800,64.0,36.0,0.0
16593,KO,4m,21517005.abf,1800,64.27777777777777,35.72222222222222,0.0
16593,KO,4m,21518000.abf,1800,61.83333333333333,38.166666666666664,0.0
16593,KO,4m,21518001.abf,1800,65.22222222222223,34.77777777777778,0.0
16593,KO,4m,21518002.abf,1800,69.77777777777779,30.22222222222222,0.0
16593,KO,4m,21518003.abf,1800,82.0,18.0,0.0
16593,KO,4m,21518004.abf,1800,64.33333333333333,35.55555555555556,0.1111111111111111
16594,WT,4m,21517010.abf,1799,61.478599221789885,38.52140077821012,0.0
16594,WT,4m,21517011.abf,1798,53.83759733036707,46.162402669632925,0.0
16594,WT,4m,21517012.abf,1800,56.333333333333336,43.666666666666664,0.0
16594,WT,4m,21517013.abf,1800,60.44444444444444,39.55555555555556,0.0
16594,WT,4m,21517014.abf,1800,65.16666666666666,34.833333333333336,0.0
16594,WT,4m,21518000.abf,1800,64.38888888888889,35.61111111111111,0.0
16595,KO,4m,21512009.abf,1800,71.27777777777777,28.555555555555557,0.16666666666666669
16595,KO,4m,21512010.abf,1800,71.66666666666667,28.333333333333332,0.0
16595,KO,4m,21512012.abf,1800,61.0,39.0,0.0
16595,KO,4m,21512013.abf,1800,62.0,38.0,0.0
16595,KO,4m,21512014.abf,1800,67.5,32.5,0.0
16595,KO,4m,21513000.abf,1800,66.33333333333333,33.666666666666664,0.0
16595,KO,4m,21513001.abf,1800,64.94444444444444,35.05555555555556,0.0
16595,KO,4m,21513002.abf,1800,69.27777777777779,30.72222222222222,0.0
16595,KO,4m,21513003.abf,1800,65.72222222222223,34.27777777777778,0.0
16596,WT,4m,21513008.abf,1800,67.22222222222223,32.77777777777778,0.0
16596,WT,4m,21513009.abf,1799,66.14785992217898,33.85214007782101,0.0
16596,WT,4m,21513010.abf,1800,63.0,37.0,0.0
16596,WT,4m,21513011.abf,1800,71.94444444444444,28.055555555555557,0.0
16596,WT,4m,21513012.abf,1800,69.77777777777779,30.22222222222222,0.0
16596,WT,4m,21514000.abf,1800,72.77777777777777,27.22222222222222,0.0
16596,WT,4m,21514001.abf,1800,69.55555555555556,30.444444444444446,0.0
16597,KO,4m,21511008.abf,1800,61.22222222222222,38.77777777777778,0.0
16597,KO,4m,21511009.abf,1751,69.61736150770989,30.38263849229012,0.0
16597,KO,4m,21511010.abf,1797,57.7072899276572,42.29271007234279,0.0
16597,KO,4m,21511011.abf,1800,60.0,38.88888888888889,1.1111111111111112
16597,KO,4m,21511012.abf,1792,74.27455357142857,23.214285714285715,2.5111607142857144
16597,KO,4m,21512000.abf,1800,76.44444444444444,22.77777777777778,0.7777777777777778
16597,KO,4m,21512001.abf,1800,78.27777777777779,21.722222222222225,0.0
16597,KO,4m,21512002.abf,1800,74.66666666666667,25.333333333333336,0.0
16597,KO,4m,21512003.abf,1800,66.94444444444444,33.05555555555556,0.0
16600,KO,4m,21514006.abf,1800,64.55555555555556,35.333333333333336,0.1111111111111111
16600,KO,4m,21514007.abf,1800,62.33333333333333,37.666666666666664,0.0
16600,KO,4m,21514008.abf,1800,64.11111111111111,35.888888888888886,0.0
16600,KO,4m,21514009.abf,1800,67.66666666666666,32.33333333333333,0.0
16600,KO,4m,21514010.abf,1800,69.88888888888889,30.11111111111111,0.0
16600,KO,4m,21515000.abf,1800,57.111111111111114,42.888888888888886,0.0
16600,KO,4m,21515001.abf,1800,59.27777777777777,40.72222222222222,0.0
16638,KO,4m,21518008.abf,1800,61.22222222222222,38.77777777777778,0.0
16638,KO,4m,21518009.abf,1800,60.44444444444444,39.55555555555556,0.0
16638,KO,4m,21518010.abf,1797,60.934891485809686,39.065108514190314,0.0
16638,KO,4m,21518011.abf,1800,64.77777777777777,35.22222222222222,0.0
16638,KO,4m,21518012.abf,1800,67.77777777777779,32.22222222222222,0.0
16638,KO,4m,21519000.abf,1800,68.55555555555556,31.444444444444446,0.0
16638,KO,4m,21519001.abf,1800,66.94444444444444,33.05555555555556,0.0
16638,KO,4m,21519002.abf,1800,66.5,33.5,0.0
16638,KO,4m,21519003.abf,1800,67.05555555555556,32.94444444444444,0.0
16638,KO,4m,21519004.abf,1800,66.33333333333333,33.666666666666664,0.0
16640,WT,4m,21518009.abf,1798,59.288097886540605,40.711902113459395,0.0
16640,WT,4m,21518010.abf,1792,56.69642857142857,43.30357142857143,0.0
16640,WT,4m,21518011.abf,1800,68.44444444444444,31.555555555555554,0.0
16640,WT,4m,21518012.abf,1800,67.33333333333333,32.666666666666664,0.0
16640,WT,4m,21519000.abf,1800,62.5,37.5,0.0
16640,WT,4m,21519001.abf,1800,67.5,32.5,0.0
16640,WT,4m,21519002.abf,1800,65.16666666666666,34.833333333333336,0.0
16640,WT,4m,21519003.abf,1800,66.0,34.0,0.0
16640,WT,4m,21519004.abf,1799,70.92829349638689,29.07170650361312,0.0
16644,KO,4m,21519008.abf,1796,62.19376391982183,37.806236080178174,0.0
16644,KO,4m,21519009.abf,1800,65.27777777777779,34.72222222222222,0.0
16644,KO,4m,21519010.abf,1800,63.388888888888886,36.611111111111114,0.0
16644,KO,4m,21519011.abf,1800,64.16666666666667,35.61111111111111,0.2222222222222222
16644,KO,4m,21519012.abf,1800,66.55555555555556,33.44444444444444,0.0
16644,KO,4m,21520000.abf,1800,63.27777777777778,36.72222222222222,0.0
16644,KO,4m,21520001.abf,1800,65.55555555555556,34.44444444444444,0.0
16644,KO,4m,21520002.abf,1800,66.55555555555556,33.44444444444444,0.0
16644,KO,4m,21520003.abf,1800,69.38888888888889,30.61111111111111,0.0
16644,KO,4m,21520004.abf,1800,71.22222222222221,28.77777777777778,0.0
16645,WT,4m,21519009.abf,1800,70.11111111111111,29.444444444444446,0.4444444444444444
