session_id,group,timepoint,abf_file,n_epochs,pct_wake,pct_nrem,pct_rem,animal_id
165721,WT,9m,21029009.abf,1800,63.66666666666667,36.333333333333336,0.0,16572
165721,WT,9m,21029010.abf,1800,69.5,30.5,0.0,16572
165721,WT,9m,21029011.abf,1800,70.61111111111111,29.388888888888886,0.0,16572
165721,WT,9m,21029012.abf,1800,69.44444444444444,30.555555555555557,0.0,16572
165721,WT,9m,21029013.abf,1800,70.0,30.0,0.0,16572
165721,WT,9m,21030000.abf,1800,65.94444444444446,34.05555555555556,0.0,16572
165722,WT,9m,21030001.abf,1800,71.0,28.999999999999996,0.0,16572
165722,WT,9m,21030002.abf,1800,63.77777777777778,36.22222222222222,0.0,16572
165722,WT,9m,21030003.abf,1800,69.05555555555556,30.944444444444446,0.0,16572
165722,WT,9m,21030004.abf,1800,69.44444444444444,30.555555555555557,0.0,16572
165722,WT,9m,21030005.abf,1800,71.0,28.999999999999996,0.0,16572
165722,WT,9m,21030006.abf,1800,67.33333333333333,32.666666666666664,0.0,16572
165722,WT,9m,21030007.abf,1800,69.0,31.0,0.0,16572
165941,WT,9m,21028012.abf,1800,62.72222222222222,37.27777777777778,0.0,16594
165941,WT,9m,21028013.abf,1800,63.77777777777778,36.22222222222222,0.0,16594
165941,WT,9m,21028014.abf,1800,64.5,35.5,0.0,16594
165941,WT,9m,21029000.abf,1800,63.16666666666667,36.833333333333336,0.0,16594
165941,WT,9m,21029001.abf,1800,58.22222222222222,41.77777777777778,0.0,16594
165942,WT,9m,21029002.abf,1800,56.99999999999999,43.0,0.0,16594
165942,WT,9m,21029003.abf,1800,59.72222222222222,40.27777777777778,0.0,16594
165942,WT,9m,21029004.abf,1800,59.611111111111114,40.38888888888889,0.0,16594
165942,WT,9m,21029005.abf,1800,65.38888888888889,34.61111111111111,0.0,16594
165942,WT,9m,21029006.abf,1800,60.94444444444444,39.05555555555556,0.0,16594
165951,KO,9m,21004000.abf,1800,56.49999999999999,43.5,0.0,16595
165952,KO,9m,21004001.abf,1728,64.87268518518519,35.12731481481482,0.0,16595
165981,KO,9m,21001003.abf,1800,61.77777777777778,38.22222222222222,0.0,16598
165982,KO,9m,21001004.abf,1800,62.5,37.5,0.0,16598
165982,KO,9m,21001005.abf,1800,65.77777777777779,34.22222222222222,0.0,16598
166001,KO,9m,21002001.abf,1800,55.388888888888886,44.611111111111114,0.0,16600
166001,KO,9m,21002002.abf,1800,55.77777777777778,44.22222222222222,0.0,16600
166002,KO,9m,21002003.abf,1800,61.83333333333333,38.166666666666664,0.0,16600
166002,KO,9m,21002004.abf,1800,61.55555555555555,38.44444444444444,0.0,16600
166381,KO,9m,21011001.abf,1799,58.14341300722624,41.856586992773764,0.0,16638
166382,KO,9m,21011002.abf,1800,66.94444444444444,33.05555555555556,0.0,16638
166382,KO,9m,21011003.abf,1797,57.595993322203675,42.40400667779633,0.0,16638
166451,WT,9m,21015002.abf,1800,63.44444444444445,36.55555555555556,0.0,16645
166531,WT,9m,21n04003.abf,1800,63.16666666666667,36.833333333333336,0.0,16653
166571,WT,9m,21n23001.abf,1800,64.38888888888889,35.61111111111111,0.0,16657
166572,WT,9m,21n23002.abf,1800,68.83333333333333,31.166666666666664,0.0,16657
166581,WT,9m,21n22001.abf,1800,57.833333333333336,42.16666666666667,0.0,16658
