animal_id,session_id,group,timepoint,wake_bp_delta,wake_bp_theta,wake_bp_alpha,wake_bp_beta,wake_bp_gamma,wake_n_epochs,nrem_bp_delta,nrem_bp_theta,nrem_bp_alpha,nrem_bp_beta,nrem_bp_gamma,nrem_n_epochs,rem_bp_delta,rem_bp_theta,rem_bp_alpha,rem_bp_beta,rem_bp_gamma,rem_n_epochs,all_bp_delta,all_bp_theta,all_bp_alpha,all_bp_beta,all_bp_gamma,all_n_epochs
16594,165942,WT,3m,0.4565688538050355,0.2155761646118077,0.16069304851591412,0.08428367587302028,0.024746231107358248,1011,0.5928854546114553,0.17261763505212455,0.1180849316454318,0.057795417507557297,0.014928639889166581,520,0.2568017877626636,0.4077064711407993,0.18368992502312054,0.07771229437397409,0.025443362489091816,269.0,0.4660951269461134,0.2318787296591763,0.15182079240912952,0.0756494558878624,0.022014220500817507,1800
16594,165942,WT,3m,0.4173575511110603,0.25516104013185026,0.17118137696231364,0.08420736573546579,0.022796144651350974,947,0.5611972038922733,0.1996442921746832,0.12443453278879502,0.059366136656871724,0.015268890019915568,584,0.2137159497440736,0.4543492066265408,0.17603982721547468,0.0717416332027039,0.027495477002357566,269.0,0.4335924213646764,0.26691650456523147,0.15674069147385,0.07428483249479252,0.021056257816719028,1800
16594,165942,WT,3m,0.45122220739571195,0.21841420384718316,0.15922636277020324,0.08330688823679558,0.02937600731551106,1014,0.5828811656494255,0.18240957994274892,0.11962644683130211,0.057949657175425495,0.015318264332336518,517,0.23164998182836732,0.4367376782729222,0.1771942333102756,0.0736628869510593,0.026923067263826737,269.0,0.4562237366954643,0.2407001061038117,0.15053758534512965,0.07458248556757814,0.02497173287317533,1800
16594,165942,WT,3m,0.41904541425130315,0.2621419186028005,0.17123380630400767,0.08111508377597991,0.02276403816012878,1025,0.5386020840959789,0.20648573546841825,0.1340427545069636,0.06399154557545976,0.01636896293718017,524,0.21936350716854408,0.45266461022003146,0.17487372320291014,0.07326723572712254,0.02745219918166969,251.0,0.42600515665176847,0.27250711617697204,0.16091464408177067,0.07503589273301559,0.021556098715451943,1800
16596,165961,WT,3m,0.17533810936176683,0.1890741519658542,0.09939187647461674,0.36287739976792066,0.12300275049899397,1271,0.31457692980994356,0.1833119835243502,0.11683324864718976,0.21461390055285182,0.11414311777737092,477,0.13093161931024125,0.34247034108346947,0.12780358804881026,0.24631592085623397,0.10647983405291911,52.0,0.2109535426234896,0.1919786227922534,0.10483462287915862,0.32022024086292317,0.12017761913043283,1800
16596,165961,WT,3m,0.19149680623834936,0.18982152128722243,0.10905518799091916,0.36689113207054375,0.0926984903836119,1381,0.2528104446931182,0.18294312713088187,0.12171741083952298,0.3201427438297416,0.08144096717609947,332,0.11859425474439035,0.3476611232098611,0.13319604336166324,0.291570632923026,0.07278311681858365,87.0,0.19928214289779866,0.1961817537913138,0.1125574726592476,0.3546281607806658,0.08965952638080546,1800
16596,165961,WT,3m,0.24925880046842916,0.2656224071052421,0.15784287935023666,0.1509535031553957,0.11364183229599033,1235,0.3422908774761995,0.20432746279268943,0.15195599608017152,0.13601403674380047,0.1048833971028106,484,0.14370102741894847,0.3892595942128154,0.1767865248302127,0.1445711299922624,0.09349540881597852,81.0,0.26952399249884745,0.2547045510543743,0.1571124258953292,0.146649239839048,0.11038019733189035,1800
16596,165961,WT,3m,0.33228051537546843,0.207438599860321,0.13422078974958504,0.1317063253077317,0.11027381112471725,1195,0.4085174185695516,0.1628727717345156,0.13941384279291077,0.11957701191760632,0.10675775608570298,425,0.18389167265821124,0.3475887346908101,0.18486273769770073,0.13393897800529922,0.09645395204642439,180.0,0.3354420110245679,0.2109311261469992,0.14051112206851515,0.12906572491593107,0.10806164555489849,1800
16596,165962,WT,3m,0.3595672571465362,0.18611740152085005,0.1216630849744863,0.1305460371741557,0.10565310725959698,1159,0.4351407334550491,0.15139554161158048,0.12855444206200164,0.11560994910069525,0.09979619124894326,471,0.19836371333738761,0.308866600314313,0.16644335428495594,0.14439726710626535,0.11765776945005282,170.0,0.36411753764306637,0.1886248280639738,0.12769557106948604,0.12794593251074388,0.10525432122146343,1800
16596,165962,WT,3m,0.3587017583612855,0.1757906589847184,0.11083097339743488,0.13010211376591815,0.10612755559687041,1163,0.5311000361412482,0.12242705548051636,0.08178881497284887,0.07855405105443013,0.05896304487092367,439,0.20909781456986581,0.3173005368266653,0.1664172605808999,0.141675281216388,0.10358989691984628,198.0,0.38429134895834244,0.1783419555815855,0.10986240523850865,0.11880316244639026,0.09434551302645854,1800
