feature,timepoint,scenario,unit,wt_mean,wt_std,ko_mean,ko_std,cohens_d,pval,n_wt,n_ko,pval_fdr,sig
nrem_td_ratio,12m,B,session_id,1.837277,0.778989,1.562483,0.371128,-0.4504,0.645377,8,8,0.941225,ns
nrem_theta_alpha,12m,B,session_id,2.311943,0.386237,2.968478,0.454649,1.5564,0.010412,8,8,0.2603,*
nrem_theta_beta,12m,B,session_id,2.68363,0.487177,3.052263,0.496737,0.7493,0.082984,8,8,0.5658,ns
nrem_slow_fast,12m,B,session_id,3.063202,0.926149,3.398856,0.590515,0.4322,0.441803,8,8,0.941225,ns
nrem_high_freq_idx,12m,B,session_id,0.263288,0.055812,0.225637,0.035886,-0.8025,0.234499,8,8,0.879371,ns
nrem_spectral_entropy,12m,B,session_id,0.874749,0.050755,0.886001,0.024324,0.2827,0.878477,8,8,0.941225,ns
nrem_ap_exp,12m,B,session_id,1.575717,0.209275,1.55573,0.150845,-0.1096,0.798446,8,8,0.941225,ns
nrem_total_var,12m,B,session_id,0.318571,0.502223,0.035263,0.074356,-0.7892,0.064957,8,8,0.541308,ns
nrem_rms,12m,B,session_id,0.406096,0.525729,0.251916,0.485559,-0.3047,0.104895,8,8,0.655594,ns
nrem_p2p,12m,B,session_id,1.600369,1.487151,0.813461,0.820568,-0.6552,0.082984,8,8,0.5658,ns
nrem_zcr,12m,B,session_id,0.114527,0.04639,0.106506,0.030654,-0.204,0.878477,8,8,0.941225,ns
nrem_coeff_var,12m,B,session_id,57.603186,73.114047,84.55077,109.546914,0.2894,0.720901,8,8,0.941225,ns
nrem_hjorth_mob,12m,B,session_id,0.357935,0.128254,0.336746,0.093206,-0.189,0.798446,8,8,0.941225,ns
nrem_hjorth_comp,12m,B,session_id,3.632459,0.664726,3.794205,0.477846,0.2794,0.645377,8,8,0.941225,ns
nrem_lzc,12m,B,session_id,0.049703,0.000573,0.049748,0.00041,0.0909,0.95913,8,8,0.985408,ns
all_bp_delta,12m,B,session_id,0.500476,0.618102,0.20381,0.177712,-0.6523,0.878477,8,8,0.941225,ns
all_bp_theta,12m,B,session_id,0.161979,0.203925,0.046344,0.040177,-0.7868,0.645377,8,8,0.941225,ns
all_bp_alpha,12m,B,session_id,0.093291,0.123136,0.020648,0.019751,-0.8238,0.505361,8,8,0.941225,ns
all_bp_beta,12m,B,session_id,0.136703,0.21064,0.021353,0.023923,-0.7695,0.505361,8,8,0.941225,ns
all_bp_gamma,12m,B,session_id,0.091328,0.119843,0.029656,0.052108,-0.6674,0.505361,8,8,0.941225,ns
all_rbp_delta,12m,B,session_id,0.330355,0.069808,0.359135,0.050685,0.4718,0.573737,8,8,0.941225,ns
all_rbp_theta,12m,B,session_id,0.263837,0.047519,0.293354,0.04959,0.6078,0.441803,8,8,0.941225,ns
all_rbp_alpha,12m,B,session_id,0.153083,0.047049,0.133618,0.020797,-0.5351,0.573737,8,8,0.941225,ns
all_rbp_beta,12m,B,session_id,0.145929,0.022581,0.123607,0.010417,-1.2694,0.004662,8,8,0.2603,**
all_rbp_gamma,12m,B,session_id,0.106796,0.057006,0.090286,0.022808,-0.3803,0.720901,8,8,0.941225,ns
all_td_ratio,12m,B,session_id,1.179289,0.457918,1.06643,0.271042,-0.2999,0.798446,8,8,0.941225,ns
all_theta_alpha,12m,B,session_id,2.183334,0.35039,2.679678,0.27593,1.5739,0.010412,8,8,0.2603,*
all_theta_beta,12m,B,session_id,2.498665,0.463033,2.832132,0.324736,0.8339,0.194872,8,8,0.811967,ns
all_slow_fast,12m,B,session_id,105.804375,187.987782,30.92552,70.288945,-0.5276,0.798446,8,8,0.941225,ns
all_high_freq_idx,12m,B,session_id,0.252725,0.05425,0.213893,0.019484,-0.9527,0.194872,8,8,0.811967,ns
all_spectral_entropy,12m,B,session_id,0.833578,0.07412,0.838137,0.039345,0.0768,0.798446,8,8,0.941225,ns
all_ap_exp,12m,B,session_id,1.617624,0.188276,1.625805,0.103,0.0539,0.95913,8,8,0.985408,ns
all_total_var,12m,B,session_id,1.293192,1.640776,0.510815,0.621241,-0.6307,0.878477,8,8,0.941225,ns
all_rms,12m,B,session_id,0.625636,0.708341,0.404139,0.596837,-0.3382,0.573737,8,8,0.941225,ns
all_p2p,12m,B,session_id,2.918237,2.509797,1.840199,1.423571,-0.5284,0.441803,8,8,0.941225,ns
all_zcr,12m,B,session_id,0.110353,0.04051,0.106419,0.039371,-0.0985,0.878477,8,8,0.941225,ns
all_coeff_var,12m,B,session_id,71.486861,70.48023,166.892064,220.990907,0.5817,0.328205,8,8,0.941225,ns
all_hjorth_mob,12m,B,session_id,0.352992,0.120397,0.33927,0.119177,-0.1145,0.878477,8,8,0.941225,ns
all_hjorth_comp,12m,B,session_id,4.04228,0.612438,4.194261,0.410548,0.2915,0.878477,8,8,0.941225,ns
all_lzc,12m,B,session_id,0.049868,0.000546,0.050002,0.000314,0.3022,1.0,8,8,1.0,ns
