feature,timepoint,scenario,unit,wt_mean,wt_std,ko_mean,ko_std,cohens_d,pval,n_wt,n_ko,pval_fdr,sig
nrem_high_freq_idx,9m,B,session_id,0.216209,0.066859,0.193182,0.056863,-0.371,0.541423,9,8,0.966768,ns
nrem_spectral_entropy,9m,B,session_id,0.884835,0.054014,0.869196,0.038478,-0.3335,0.742986,9,8,0.970011,ns
nrem_ap_exp,9m,B,session_id,1.692302,0.411184,1.750268,0.259649,0.1686,0.541423,9,8,0.966768,ns
nrem_total_var,9m,B,session_id,0.006625,0.007505,0.011701,0.017282,0.381,1.0,9,8,1.0,ns
nrem_rms,9m,B,session_id,0.074288,0.040523,0.101335,0.09487,0.3708,0.962567,9,8,1.0,ns
nrem_p2p,9m,B,session_id,0.517474,0.347205,0.620522,0.574884,0.217,1.0,9,8,1.0,ns
nrem_zcr,9m,B,session_id,0.09967,0.024489,0.078042,0.02065,-0.9548,0.059235,9,8,0.966768,ns
nrem_coeff_var,9m,B,session_id,93.117438,105.264537,20.921329,43.489651,-0.8964,0.23587,9,8,0.966768,ns
nrem_hjorth_mob,9m,B,session_id,0.313263,0.077678,0.247464,0.067016,-0.907,0.074455,9,8,0.966768,ns
nrem_hjorth_comp,9m,B,session_id,4.244138,1.313843,4.424071,0.701622,0.1708,0.423447,9,8,0.966768,ns
nrem_lzc,9m,B,session_id,0.050048,0.000746,0.050267,0.000456,0.355,0.480708,9,8,0.966768,ns
all_bp_delta,9m,B,session_id,0.079477,0.090268,0.116013,0.091544,0.4019,0.541423,9,8,0.966768,ns
all_bp_theta,9m,B,session_id,0.017581,0.018228,0.025055,0.01921,0.3991,0.480708,9,8,0.966768,ns
all_bp_alpha,9m,B,session_id,0.009492,0.009846,0.012472,0.010139,0.2982,0.605841,9,8,0.966768,ns
all_bp_beta,9m,B,session_id,0.010108,0.010735,0.013565,0.009599,0.3395,0.605841,9,8,0.966768,ns
all_bp_gamma,9m,B,session_id,0.006018,0.006181,0.023729,0.036747,0.6721,0.23587,9,8,0.966768,ns
all_rbp_delta,9m,B,session_id,0.379411,0.089095,0.3624,0.052184,-0.233,0.370383,9,8,0.966768,ns
all_rbp_theta,9m,B,session_id,0.273528,0.015905,0.298591,0.022526,1.2854,0.027396,9,8,0.8988,*
all_rbp_alpha,9m,B,session_id,0.144538,0.02699,0.14395,0.01352,-0.0275,0.962567,9,8,1.0,ns
all_rbp_beta,9m,B,session_id,0.133109,0.035168,0.130848,0.03406,-0.0653,0.605841,9,8,0.966768,ns
all_rbp_gamma,9m,B,session_id,0.069414,0.034274,0.064211,0.035841,-0.1484,0.672974,9,8,0.970011,ns
all_td_ratio,9m,B,session_id,0.958888,0.330171,1.05471,0.184137,0.3585,0.23587,9,8,0.966768,ns
all_theta_alpha,9m,B,session_id,2.281686,0.350131,2.464608,0.292092,0.5673,0.321267,9,8,0.966768,ns
all_theta_beta,9m,B,session_id,2.613082,0.746049,2.8083,0.772882,0.257,0.605841,9,8,0.966768,ns
all_slow_fast,9m,B,session_id,716.193956,2130.901661,516.520248,1432.190848,-0.11,0.814809,9,8,0.970011,ns
all_high_freq_idx,9m,B,session_id,0.202523,0.065032,0.195059,0.052275,-0.1265,0.888359,9,8,1.0,ns
all_spectral_entropy,9m,B,session_id,0.843997,0.067241,0.828406,0.055405,-0.2531,0.814809,9,8,0.970011,ns
all_ap_exp,9m,B,session_id,1.732348,0.381202,1.764557,0.245445,0.1005,0.672974,9,8,0.970011,ns
all_total_var,9m,B,session_id,0.164885,0.176503,0.364644,0.4186,0.6219,0.480708,9,8,0.966768,ns
all_rms,9m,B,session_id,0.133889,0.056616,0.22439,0.22103,0.5609,0.962567,9,8,1.0,ns
all_p2p,9m,B,session_id,0.928243,0.347663,1.266954,0.981574,0.46,0.814809,9,8,0.970011,ns
all_zcr,9m,B,session_id,0.094248,0.022364,0.080163,0.025597,-0.586,0.276594,9,8,0.966768,ns
all_coeff_var,9m,B,session_id,104.666174,112.559283,27.775474,44.145982,-0.8994,0.276594,9,8,0.966768,ns
all_hjorth_mob,9m,B,session_id,0.299451,0.07051,0.256894,0.082626,-0.5541,0.276594,9,8,0.966768,ns
all_hjorth_comp,9m,B,session_id,4.606775,1.326077,4.700914,0.816339,0.0855,0.541423,9,8,0.966768,ns
all_lzc,9m,B,session_id,0.050189,0.000663,0.050342,0.000449,0.2711,0.605841,9,8,0.966768,ns
