feature,timepoint,scenario,unit,wt_mean,wt_std,ko_mean,ko_std,cohens_d,pval,n_wt,n_ko,pval_fdr,sig
nrem_bp_gamma,7m,A,animal_id,0.0004,0.000432,0.002649,0.003197,0.9859,0.282384,8,6,0.989289,ns
nrem_rbp_delta,7m,A,animal_id,0.295964,0.08647,0.312413,0.104589,0.1714,0.949717,8,6,0.989289,ns
nrem_rbp_theta,7m,A,animal_id,0.332924,0.027482,0.325673,0.08573,-0.1139,0.662005,8,6,0.989289,ns
nrem_rbp_alpha,7m,A,animal_id,0.161403,0.027519,0.149169,0.041917,-0.345,0.490842,8,6,0.989289,ns
nrem_rbp_beta,7m,A,animal_id,0.13112,0.042104,0.131497,0.029354,0.0104,0.949717,8,6,0.989289,ns
nrem_rbp_gamma,7m,A,animal_id,0.078589,0.033439,0.081247,0.024115,0.0912,0.949717,8,6,0.989289,ns
nrem_td_ratio,7m,A,animal_id,1.37246,0.460668,1.336211,0.540981,-0.0721,1.0,8,6,1.0,ns
nrem_theta_alpha,7m,A,animal_id,2.459208,0.352022,2.615051,0.352849,0.4422,0.662005,8,6,0.989289,ns
nrem_theta_beta,7m,A,animal_id,3.142587,1.154576,3.027295,1.143348,-0.1003,0.851815,8,6,0.989289,ns
nrem_slow_fast,7m,A,animal_id,4.084312,2.318979,3.754996,0.910486,-0.1869,0.949717,8,6,0.989289,ns
nrem_high_freq_idx,7m,A,animal_id,0.209709,0.068328,0.212744,0.046137,0.0521,0.949717,8,6,0.989289,ns
nrem_spectral_entropy,7m,A,animal_id,0.880179,0.056712,0.864807,0.059625,-0.2642,0.490842,8,6,0.989289,ns
nrem_ap_exp,7m,A,animal_id,1.652788,0.307583,1.611809,0.23654,-0.1494,0.851815,8,6,0.989289,ns
nrem_total_var,7m,A,animal_id,0.005449,0.005526,0.044913,0.054337,1.0218,0.282384,8,6,0.989289,ns
nrem_rms,7m,A,animal_id,0.102109,0.034336,0.167588,0.111944,0.7908,0.490842,8,6,0.989289,ns
nrem_p2p,7m,A,animal_id,0.446545,0.28243,0.884387,0.722925,0.7978,0.282384,8,6,0.989289,ns
nrem_zcr,7m,A,animal_id,0.095752,0.02647,0.138465,0.119109,0.4951,0.949717,8,6,0.989289,ns
nrem_coeff_var,7m,A,animal_id,23.773144,37.000435,34.383371,77.038275,0.1756,0.662005,8,6,0.989289,ns
nrem_hjorth_mob,7m,A,animal_id,0.310631,0.082878,0.42318,0.330391,0.4673,0.949717,8,6,0.989289,ns
nrem_hjorth_comp,7m,A,animal_id,3.992118,0.763446,3.601923,0.978947,-0.4445,0.662005,8,6,0.989289,ns
nrem_lzc,7m,A,animal_id,0.050218,0.000827,0.050348,0.000818,0.1574,0.754579,8,6,0.989289,ns
all_bp_delta,7m,A,animal_id,0.232031,0.159507,0.440532,0.405956,0.676,0.228438,8,6,0.989289,ns
all_bp_theta,7m,A,animal_id,0.047483,0.024037,0.111567,0.111209,0.7965,0.181152,8,6,0.989289,ns
all_bp_alpha,7m,A,animal_id,0.024362,0.012825,0.055609,0.054331,0.7916,0.228438,8,6,0.989289,ns
all_bp_beta,7m,A,animal_id,0.029726,0.015611,0.060328,0.059961,0.6985,0.413586,8,6,0.989289,ns
all_bp_gamma,7m,A,animal_id,0.01747,0.009717,0.034993,0.034726,0.6872,0.490842,8,6,0.989289,ns
all_rbp_delta,7m,A,animal_id,0.389718,0.103857,0.413172,0.112517,0.2166,0.851815,8,6,0.989289,ns
all_rbp_theta,7m,A,animal_id,0.266332,0.027592,0.260952,0.071989,-0.0987,0.490842,8,6,0.989289,ns
all_rbp_alpha,7m,A,animal_id,0.143099,0.028056,0.132081,0.041743,-0.3098,0.572761,8,6,0.989289,ns
all_rbp_beta,7m,A,animal_id,0.123176,0.042,0.116051,0.024013,-0.2083,0.754579,8,6,0.989289,ns
all_rbp_gamma,7m,A,animal_id,0.077676,0.031722,0.077745,0.022373,0.0025,0.949717,8,6,0.989289,ns
all_td_ratio,7m,A,animal_id,0.935445,0.326199,0.890668,0.35691,-0.131,1.0,8,6,1.0,ns
all_theta_alpha,7m,A,animal_id,2.24106,0.323455,2.384018,0.276131,0.4754,0.413586,8,6,0.989289,ns
all_theta_beta,7m,A,animal_id,2.812988,0.953729,2.744129,0.724629,-0.0813,0.949717,8,6,0.989289,ns
all_slow_fast,7m,A,animal_id,45.922206,68.60011,10.571616,7.14382,-0.7248,0.490842,8,6,0.989289,ns
all_high_freq_idx,7m,A,animal_id,0.200852,0.067676,0.193795,0.028405,-0.136,0.754579,8,6,0.989289,ns
all_spectral_entropy,7m,A,animal_id,0.831161,0.078941,0.809848,0.085438,-0.2591,0.413586,8,6,0.989289,ns
all_ap_exp,7m,A,animal_id,1.677545,0.271042,1.668698,0.183327,-0.0382,0.851815,8,6,0.989289,ns
all_total_var,7m,A,animal_id,0.508939,0.342082,0.924447,0.836335,0.6503,0.282384,8,6,0.989289,ns
all_rms,7m,A,animal_id,0.260476,0.106093,0.402833,0.230415,0.7937,0.228438,8,6,0.989289,ns
all_p2p,7m,A,animal_id,1.394914,0.428927,2.244856,1.033307,1.0744,0.107892,8,6,0.989289,ns
all_zcr,7m,A,animal_id,0.089398,0.026694,0.128139,0.108121,0.492,0.949717,8,6,0.989289,ns
all_coeff_var,7m,A,animal_id,40.004419,69.26057,21.908175,41.18494,-0.3176,0.754579,8,6,0.989289,ns
all_hjorth_mob,7m,A,animal_id,0.299836,0.078122,0.400214,0.297052,0.4622,0.949717,8,6,0.989289,ns
all_hjorth_comp,7m,A,animal_id,5.17064,2.34032,4.151695,0.865192,-0.5775,0.662005,8,6,0.989289,ns
all_lzc,7m,A,animal_id,0.050366,0.000875,0.050505,0.000794,0.1657,0.754579,8,6,0.989289,ns
