feature,timepoint,tp_x,wt_mean,wt_sem,ko_mean,ko_sem,cohens_d,pval,n_wt,n_ko,scenario,pval_fdr,sig
all_bp_theta,6m,6,0.06345494361311385,0.022611474860274372,0.16479297426808026,0.10524321104821996,0.47070545850188733,0.2786324786324786,8,8,A_animal,1.0,ns
all_bp_alpha,6m,6,0.029941627998015266,0.009897604869463698,0.09381705276291051,0.06502201314637142,0.485589561575639,0.19487179487179485,8,8,A_animal,1.0,ns
all_bp_beta,6m,6,0.03277667709637504,0.010362473726391944,0.11435588036683289,0.08251200966886595,0.49049449172609383,0.19487179487179485,8,8,A_animal,1.0,ns
all_bp_gamma,6m,6,0.021041557659605088,0.006500158079461678,0.0876977318038373,0.059085786241199506,0.5606800169806415,0.19487179487179485,8,8,A_animal,1.0,ns
all_rbp_delta,6m,6,0.4375649385104446,0.03660716130878235,0.4246577086251787,0.03360858963515327,-0.12986372131597584,0.959129759129759,8,8,A_animal,1.0,ns
all_rbp_theta,6m,6,0.24309045466627638,0.013789502654607719,0.24084182304829327,0.016149708070898987,-0.05294410743422822,0.7209013209013208,8,8,A_animal,1.0,ns
all_rbp_alpha,6m,6,0.13105077332682508,0.00935164996366785,0.12303807208207207,0.01009843270933742,-0.29108685732603656,0.5053613053613053,8,8,A_animal,1.0,ns
all_rbp_beta,6m,6,0.10966997658999844,0.013762870451355323,0.11598739973426604,0.014206126104809955,0.15969581589462808,0.5737373737373737,8,8,A_animal,1.0,ns
all_rbp_gamma,6m,6,0.07862385064398617,0.014704823476968415,0.09547499202280235,0.01222268571777427,0.44063688419687147,0.4418026418026417,8,8,A_animal,1.0,ns
all_td_ratio,6m,6,0.792643470935535,0.09071663446632658,0.8022964335476551,0.1087355700756167,0.03408330397977209,0.8784770784770783,8,8,A_animal,1.0,ns
all_theta_alpha,6m,6,2.209805567687674,0.07513081058580415,2.344750603607223,0.10814766240508751,0.5123838272179178,0.2786324786324786,8,8,A_animal,1.0,ns
all_theta_beta,6m,6,2.842206285286066,0.336573681822644,2.6135544584471426,0.2904002988029296,-0.25717907565286363,0.7984459984459983,8,8,A_animal,1.0,ns
all_slow_fast,6m,6,16.284056101787037,3.1695254292465984,68.48927188893488,51.21160948864305,0.5087275861813741,0.959129759129759,8,8,A_animal,1.0,ns
all_high_freq_idx,6m,6,0.18829382723398463,0.024567807289015538,0.21146239175706844,0.021178394730980456,0.3571414798741501,0.6453768453768453,8,8,A_animal,1.0,ns
all_spectral_entropy,6m,6,0.7966186759937426,0.033648391941798,0.8084020234058829,0.02552325243039327,0.1395030747620075,1.0,8,8,A_animal,1.0,ns
all_ap_exp,6m,6,1.713293819268777,0.10541881814380967,1.6190426494891454,0.08636421857100254,-0.34580281228205867,0.6453768453768453,8,8,A_animal,1.0,ns
all_total_var,6m,6,1.205484655348797,0.5435569599964744,1.6350573023842339,0.7160270576329105,0.2389246326250756,0.4418026418026417,8,8,A_animal,1.0,ns
all_rms,6m,6,0.5923461034396453,0.2615615754297917,0.6760255485115483,0.22184937265057722,0.12199071876268772,0.4418026418026417,8,8,A_animal,1.0,ns
all_p2p,6m,6,1.8718801757055712,0.544358001032315,2.6033746273056964,0.7732471165799406,0.3867717869608628,0.3822843822843822,8,8,A_animal,1.0,ns
all_zcr,6m,6,0.08450499383620937,0.00902838007899219,0.08387828007264875,0.007717882865915776,-0.026382171069201245,0.7984459984459983,8,8,A_animal,1.0,ns
all_coeff_var,6m,6,10.165340543221689,3.011757722302489,8.26153163689541,2.6394668313680034,-0.23769794860188787,0.7984459984459983,8,8,A_animal,1.0,ns
all_hjorth_mob,6m,6,0.28662559837050183,0.028464276447031103,0.28426907339171775,0.027859995898071296,-0.02958260834136684,0.7209013209013208,8,8,A_animal,1.0,ns
all_hjorth_comp,6m,6,5.565785443171093,0.6435175938856899,5.489817558375123,0.5970412021561702,-0.04327062012196255,0.959129759129759,8,8,A_animal,1.0,ns
all_lzc,6m,6,0.05055446801186857,0.0002841549252926322,0.050413941499601,0.00019879700294706337,-0.20258851798148841,0.7209013209013208,8,8,A_animal,1.0,ns
wake_bp_delta,7m,7,0.375065580147113,0.09515796651735196,0.6893761438962489,0.24157620524377518,0.6837730179518867,0.22843822843822847,8,6,A_animal,1.0,ns
wake_bp_theta,7m,7,0.07537151186179766,0.014161348388849391,0.17049195675290077,0.06664534249326895,0.8002933412149166,0.18115218115218118,8,6,A_animal,1.0,ns
wake_bp_alpha,7m,7,0.038682124312227346,0.007636948254115729,0.08521797293526111,0.03261492370674987,0.7952241769596546,0.22843822843822847,8,6,A_animal,1.0,ns
wake_bp_beta,7m,7,0.04759746106580327,0.009373774342243279,0.09305276368573796,0.03583286153235408,0.701102437979167,0.4135864135864136,8,6,A_animal,1.0,ns
wake_bp_gamma,7m,7,0.0280506064912765,0.005805797349652437,0.05420437183222277,0.020796004699091163,0.6910742425262739,0.4908424908424909,8,6,A_animal,1.0,ns
wake_rbp_delta,7m,7,0.44414305913931507,0.04188620231097543,0.4739285463647816,0.04726538958956363,0.25429027845410285,0.7545787545787546,8,6,A_animal,1.0,ns
wake_rbp_theta,7m,7,0.22775805618234557,0.011397367908264717,0.22210099937737213,0.026090791965570327,-0.1117683696387,0.662004662004662,8,6,A_animal,1.0,ns
wake_rbp_alpha,7m,7,0.1322418574856181,0.010497916660368943,0.12193774001924201,0.017033580131194083,-0.28455579999790936,0.662004662004662,8,6,A_animal,1.0,ns
wake_rbp_beta,7m,7,0.11871457306087717,0.015042831484435873,0.10710300315892189,0.009810784128508393,-0.33605213646861803,0.662004662004662,8,6,A_animal,1.0,ns
wake_rbp_gamma,7m,7,0.07714230154124427,0.011018093789443394,0.074929500414413,0.010743952975858556,-0.07672009085302077,0.8518148518148518,8,6,A_animal,1.0,ns
wake_td_ratio,7m,7,0.6874894912067502,0.09325268329748349,0.624753008285894,0.10114935640447943,-0.24517322119976764,0.8518148518148518,8,6,A_animal,1.0,ns
wake_theta_alpha,7m,7,2.1217183658264513,0.10739109127575426,2.2468513380834767,0.11094605769428337,0.434189982266905,0.4135864135864136,8,6,A_animal,1.0,ns
